PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,Title,GrpSize,FareCat,AgeCat
444,1,2,female,0,0,S,Mrs,solo,10-25,16-32
445,1,3,male,0,0,S,Mr,solo,0-10,16-32
446,1,1,male,0,2,S,Master,group,70-100,0-16
447,1,2,female,0,1,S,Miss,couple,10-25,0-16
448,1,1,male,0,0,S,Mr,solo,25-40,32-48
449,1,3,female,2,1,C,Miss,group,10-25,0-16
450,1,1,male,0,0,S,Rare Title,solo,25-40,48-64
451,0,2,male,1,2,S,Mr,group,25-40,32-48
452,0,3,male,1,0,S,Mr,couple,10-25,16-32
453,0,1,male,0,0,C,Mr,solo,25-40,16-32
454,1,1,male,1,0,C,Mr,couple,70-100,48-64
455,0,3,male,0,0,S,Mr,solo,0-10,16-32
456,1,3,male,0,0,C,Mr,solo,0-10,16-32
457,0,1,male,0,0,S,Mr,solo,25-40,64+
458,1,1,female,1,0,S,Mrs,couple,40-70,32-48
459,1,2,female,0,0,S,Miss,solo,10-25,48-64
460,0,3,male,0,0,Q,Mr,solo,0-10,16-32
461,1,1,male,0,0,S,Mr,solo,25-40,32-48
462,0,3,male,0,0,S,Mr,solo,0-10,32-48
463,0,1,male,0,0,S,Mr,solo,25-40,32-48
464,0,2,male,0,0,S,Mr,solo,10-25,32-48
465,0,3,male,0,0,S,Mr,solo,0-10,16-32
466,0,3,male,0,0,S,Mr,solo,0-10,32-48
467,0,2,male,0,0,S,Mr,group,10-25,16-32
468,0,1,male,0,0,S,Mr,solo,25-40,48-64
469,0,3,male,0,0,Q,Mr,solo,0-10,16-32
470,1,3,female,2,1,C,Miss,group,10-25,0-16
471,0,3,male,0,0,S,Mr,solo,0-10,16-32
472,0,3,male,0,0,S,Mr,solo,0-10,32-48
473,1,2,female,1,2,S,Mrs,group,25-40,32-48
474,1,2,female,0,0,C,Mrs,solo,10-25,16-32
475,0,3,female,0,0,S,Miss,solo,0-10,16-32
476,0,1,male,0,0,S,Mr,couple,40-70,32-48
477,0,2,male,1,0,S,Mr,couple,10-25,32-48
478,0,3,male,1,0,S,Mr,couple,0-10,16-32
479,0,3,male,0,0,S,Mr,solo,0-10,16-32
480,1,3,female,0,1,S,Miss,couple,10-25,0-16
481,0,3,male,5,2,S,Master,large group,40-70,0-16
482,0,2,male,0,0,S,Mr,solo,10-25,16-32
483,0,3,male,0,0,S,Mr,solo,0-10,48-64
484,1,3,female,0,0,S,Mrs,solo,0-10,48-64
485,1,1,male,1,0,C,Mr,couple,70-100,16-32
486,0,3,female,3,1,S,Miss,large group,25-40,16-32
487,1,1,female,1,0,S,Mrs,couple,70-100,32-48
488,0,1,male,0,0,C,Mr,solo,25-40,48-64
489,0,3,male,0,0,S,Mr,solo,0-10,16-32
490,1,3,male,1,1,S,Master,group,10-25,0-16
491,0,3,male,1,0,S,Mr,couple,10-25,16-32
492,0,3,male,0,0,S,Mr,solo,0-10,16-32
493,0,1,male,0,0,S,Mr,solo,25-40,48-64
494,0,1,male,0,0,C,Mr,solo,40-70,64+
495,0,3,male,0,0,S,Mr,solo,0-10,16-32
496,0,3,male,0,0,C,Mr,couple,10-25,16-32
497,1,1,female,1,0,C,Miss,couple,70-100,48-64
498,0,3,male,0,0,S,Mr,solo,10-25,16-32
499,0,1,female,1,2,S,Mrs,group,100+,16-32
500,0,3,male,0,0,S,Mr,solo,0-10,16-32
501,0,3,male,0,0,S,Mr,solo,0-10,16-32
502,0,3,female,0,0,Q,Miss,solo,0-10,16-32
503,0,3,female,0,0,Q,Miss,solo,0-10,16-32
504,0,3,female,0,0,S,Miss,solo,0-10,32-48
505,1,1,female,0,0,S,Miss,group,70-100,0-16
506,0,1,male,1,0,C,Mr,couple,100+,16-32
507,1,2,female,0,2,S,Mrs,group,25-40,32-48
508,1,1,male,0,0,S,Mr,solo,25-40,32-48
509,0,3,male,0,0,S,Mr,solo,10-25,16-32
510,1,3,male,0,0,S,Mr,large group,40-70,16-32
511,1,3,male,0,0,Q,Mr,solo,0-10,16-32
512,0,3,male,0,0,S,Mr,solo,0-10,16-32
513,1,1,male,0,0,S,Mr,solo,25-40,32-48
514,1,1,female,1,0,C,Mrs,couple,40-70,48-64
515,0,3,male,0,0,S,Mr,solo,0-10,16-32
516,0,1,male,0,0,S,Mr,solo,25-40,32-48
517,1,2,female,0,0,S,Mrs,solo,10-25,32-48
518,0,3,male,0,0,Q,Mr,group,10-25,16-32
519,1,2,female,1,0,S,Mrs,couple,25-40,32-48
520,0,3,male,0,0,S,Mr,solo,0-10,16-32
521,1,1,female,0,0,S,Miss,couple,70-100,16-32
522,0,3,male,0,0,S,Mr,solo,0-10,16-32
523,0,3,male,0,0,C,Mr,solo,0-10,16-32
524,1,1,female,0,1,C,Mrs,couple,40-70,32-48
525,0,3,male,0,0,C,Mr,solo,0-10,16-32
526,0,3,male,0,0,Q,Mr,solo,0-10,32-48
527,1,2,female,0,0,S,Miss,solo,10-25,48-64
528,0,1,male,0,0,S,Mr,solo,100+,32-48
529,0,3,male,0,0,S,Mr,solo,0-10,32-48
530,0,2,male,2,1,S,Mr,group,10-25,16-32
531,1,2,female,1,1,S,Miss,group,25-40,0-16
532,0,3,male,0,0,C,Mr,solo,0-10,16-32
533,0,3,male,1,1,C,Mr,group,0-10,16-32
534,1,3,female,0,2,C,Mrs,group,10-25,16-32
535,0,3,female,0,0,S,Miss,solo,0-10,16-32
536,1,2,female,0,2,S,Miss,group,25-40,0-16
537,0,1,male,0,0,S,Rare Title,solo,25-40,32-48
538,1,1,female,0,0,C,Miss,couple,100+,16-32
539,0,3,male,0,0,S,Mr,solo,10-25,16-32
540,1,1,female,0,2,C,Miss,group,40-70,16-32
541,1,1,female,0,2,S,Miss,group,70-100,32-48
542,0,3,female,4,2,S,Miss,large group,25-40,0-16
543,0,3,female,4,2,S,Miss,large group,25-40,0-16
544,1,2,male,1,0,S,Mr,couple,25-40,16-32
545,0,1,male,1,0,C,Mr,couple,100+,48-64
546,0,1,male,0,0,S,Mr,solo,25-40,48-64
547,1,2,female,1,0,S,Mrs,couple,25-40,16-32
548,1,2,male,0,0,C,Mr,solo,10-25,16-32
549,0,3,male,1,1,S,Mr,group,10-25,32-48
550,1,2,male,1,1,S,Master,group,25-40,0-16
551,1,1,male,0,2,C,Mr,group,100+,16-32
552,0,2,male,0,0,S,Mr,solo,25-40,16-32
553,0,3,male,0,0,Q,Mr,solo,0-10,16-32
554,1,3,male,0,0,C,Mr,solo,0-10,16-32
555,1,3,female,0,0,S,Miss,solo,0-10,16-32
556,0,1,male,0,0,S,Mr,solo,25-40,48-64
557,1,1,female,1,0,C,Rare Title,couple,25-40,32-48
558,0,1,male,0,0,C,Mr,group,100+,32-48
559,1,1,female,1,1,S,Mrs,group,70-100,32-48
560,1,3,female,1,0,S,Mrs,couple,10-25,32-48
561,0,3,male,0,0,Q,Mr,solo,0-10,16-32
562,0,3,male,0,0,S,Mr,solo,0-10,32-48
563,0,2,male,0,0,S,Mr,solo,10-25,16-32
564,0,3,male,0,0,S,Mr,solo,0-10,16-32
565,0,3,female,0,0,S,Miss,solo,0-10,16-32
566,0,3,male,2,0,S,Mr,group,10-25,16-32
567,0,3,male,0,0,S,Mr,solo,0-10,16-32
568,0,3,female,0,4,S,Mrs,large group,10-25,16-32
569,0,3,male,0,0,C,Mr,solo,0-10,16-32
570,1,3,male,0,0,S,Mr,solo,0-10,16-32
571,1,2,male,0,0,S,Mr,solo,10-25,48-64
572,1,1,female,2,0,S,Mrs,group,40-70,48-64
573,1,1,male,0,0,S,Mr,solo,25-40,32-48
574,1,3,female,0,0,Q,Miss,solo,0-10,16-32
575,0,3,male,0,0,S,Mr,solo,0-10,0-16
576,0,3,male,0,0,S,Mr,couple,10-25,16-32
577,1,2,female,0,0,S,Miss,solo,10-25,32-48
578,1,1,female,1,0,S,Mrs,couple,40-70,32-48
579,0,3,female,1,0,C,Mrs,couple,10-25,16-32
580,1,3,male,0,0,S,Mr,solo,0-10,16-32
581,1,2,female,1,1,S,Miss,group,25-40,16-32
582,1,1,female,1,1,C,Mrs,group,100+,32-48
583,0,2,male,0,0,S,Mr,couple,25-40,48-64
584,0,1,male,0,0,C,Mr,solo,40-70,32-48
585,0,3,male,0,0,C,Mr,solo,0-10,16-32
586,1,1,female,0,2,S,Miss,group,70-100,16-32
587,0,2,male,0,0,S,Mr,solo,10-25,32-48
588,1,1,male,1,1,C,Mr,group,70-100,48-64
589,0,3,male,0,0,S,Mr,solo,0-10,16-32
590,0,3,male,0,0,S,Mr,solo,0-10,16-32
591,0,3,male,0,0,S,Mr,solo,0-10,32-48
592,1,1,female,1,0,C,Mrs,couple,70-100,48-64
593,0,3,male,0,0,S,Mr,solo,0-10,32-48
594,0,3,female,0,2,Q,Miss,group,0-10,16-32
595,0,2,male,1,0,S,Mr,couple,25-40,32-48
596,0,3,male,1,1,S,Mr,group,10-25,32-48
597,1,2,female,0,0,S,Miss,group,25-40,16-32
598,0,3,male,0,0,S,Mr,group,0-10,48-64
599,0,3,male,0,0,C,Mr,solo,0-10,16-32
600,1,1,male,1,0,C,Rare Title,couple,40-70,48-64
601,1,2,female,2,1,S,Mrs,group,25-40,16-32
602,0,3,male,0,0,S,Mr,solo,0-10,16-32
603,0,1,male,0,0,S,Mr,solo,40-70,32-48
604,0,3,male,0,0,S,Mr,solo,0-10,32-48
605,1,1,male,0,0,C,Mr,solo,25-40,32-48
606,0,3,male,1,0,S,Mr,couple,10-25,32-48
607,0,3,male,0,0,S,Mr,solo,0-10,16-32
608,1,1,male,0,0,S,Mr,solo,25-40,16-32
609,1,2,female,1,2,C,Mrs,group,40-70,16-32
610,1,1,female,0,0,S,Miss,group,100+,32-48
611,0,3,female,1,5,S,Mrs,large group,25-40,32-48
612,0,3,male,0,0,S,Mr,solo,0-10,16-32
613,1,3,female,1,0,Q,Miss,couple,10-25,16-32
614,0,3,male,0,0,Q,Mr,solo,0-10,16-32
615,0,3,male,0,0,S,Mr,solo,0-10,32-48
616,1,2,female,1,2,S,Miss,group,40-70,16-32
617,0,3,male,1,1,S,Mr,group,10-25,32-48
618,0,3,female,1,0,S,Mrs,couple,10-25,16-32
619,1,2,female,2,1,S,Miss,group,25-40,0-16
620,0,2,male,0,0,S,Mr,solo,10-25,16-32
621,0,3,male,1,0,C,Mr,couple,10-25,16-32
622,1,1,male,1,0,S,Mr,couple,40-70,32-48
623,1,3,male,1,1,C,Mr,group,10-25,16-32
624,0,3,male,0,0,S,Mr,solo,0-10,16-32
625,0,3,male,0,0,S,Mr,couple,10-25,16-32
626,0,1,male,0,0,S,Mr,solo,25-40,48-64
627,0,2,male,0,0,Q,Rare Title,solo,10-25,48-64
628,1,1,female,0,0,S,Miss,group,70-100,16-32
629,0,3,male,0,0,S,Mr,solo,0-10,16-32
630,0,3,male,0,0,Q,Mr,solo,0-10,16-32
631,1,1,male,0,0,S,Mr,solo,25-40,64+
632,0,3,male,0,0,S,Mr,solo,0-10,48-64
633,1,1,male,0,0,C,Rare Title,solo,25-40,16-32
634,0,1,male,0,0,S,Mr,solo,40-70,32-48
635,0,3,female,3,2,S,Miss,large group,25-40,0-16
636,1,2,female,0,0,S,Miss,solo,10-25,16-32
637,0,3,male,0,0,S,Mr,solo,0-10,16-32
638,0,2,male,1,1,S,Mr,group,25-40,16-32
639,0,3,female,0,5,S,Mrs,large group,25-40,32-48
640,0,3,male,1,0,S,Mr,couple,10-25,16-32
641,0,3,male,0,0,S,Mr,solo,0-10,16-32
642,1,1,female,0,0,C,Miss,couple,40-70,16-32
643,0,3,female,3,2,S,Miss,large group,25-40,0-16
644,1,3,male,0,0,S,Mr,large group,40-70,16-32
645,1,3,female,2,1,C,Miss,group,10-25,0-16
646,1,1,male,1,0,C,Mr,group,70-100,32-48
647,0,3,male,0,0,S,Mr,solo,0-10,16-32
648,1,1,male,0,0,C,Rare Title,solo,25-40,48-64
649,0,3,male,0,0,S,Mr,solo,0-10,16-32
650,1,3,female,0,0,S,Miss,solo,0-10,16-32
651,0,3,male,0,0,S,Mr,solo,0-10,16-32
652,1,2,female,0,1,S,Miss,couple,10-25,16-32
653,0,3,male,0,0,S,Mr,solo,0-10,16-32
654,1,3,female,0,0,Q,Miss,solo,0-10,16-32
655,0,3,female,0,0,Q,Miss,solo,0-10,16-32
656,0,2,male,2,0,S,Mr,large group,70-100,16-32
657,0,3,male,0,0,S,Mr,solo,0-10,16-32
658,0,3,female,1,1,Q,Mrs,group,10-25,16-32
659,0,2,male,0,0,S,Mr,solo,10-25,16-32
660,0,1,male,0,2,C,Mr,group,100+,48-64
661,1,1,male,2,0,S,Rare Title,group,100+,48-64
662,0,3,male,0,0,C,Mr,solo,0-10,32-48
663,0,1,male,0,0,S,Mr,solo,25-40,32-48
664,0,3,male,0,0,S,Mr,solo,0-10,32-48
665,1,3,male,1,0,S,Mr,couple,0-10,16-32
666,0,2,male,2,0,S,Mr,large group,70-100,16-32
667,0,2,male,0,0,S,Mr,solo,10-25,16-32
668,0,3,male,0,0,S,Mr,solo,0-10,16-32
669,0,3,male,0,0,S,Mr,solo,0-10,32-48
670,1,1,female,1,0,S,Mrs,couple,40-70,32-48
671,1,2,female,1,1,S,Mrs,group,25-40,32-48
672,0,1,male,1,0,S,Mr,couple,40-70,16-32
673,0,2,male,0,0,S,Mr,solo,10-25,64+
674,1,2,male,0,0,S,Mr,solo,10-25,16-32
675,0,2,male,0,0,S,Mr,solo,10-25,16-32
676,0,3,male,0,0,S,Mr,solo,0-10,16-32
677,0,3,male,0,0,S,Mr,solo,0-10,16-32
678,1,3,female,0,0,S,Miss,solo,0-10,16-32
679,0,3,female,1,6,S,Mrs,large group,40-70,32-48
680,1,1,male,0,1,C,Mr,group,100+,32-48
681,0,3,female,0,0,Q,Miss,solo,0-10,16-32
682,1,1,male,0,0,C,Mr,group,70-100,16-32
683,0,3,male,0,0,S,Mr,solo,0-10,16-32
684,0,3,male,5,2,S,Mr,large group,40-70,0-16
685,0,2,male,1,1,S,Mr,group,25-40,48-64
686,0,2,male,1,2,C,Mr,group,40-70,16-32
687,0,3,male,4,1,S,Mr,large group,25-40,0-16
688,0,3,male,0,0,S,Mr,solo,10-25,16-32
689,0,3,male,0,0,S,Mr,solo,0-10,16-32
690,1,1,female,0,1,S,Miss,group,100+,0-16
691,1,1,male,1,0,S,Mr,couple,40-70,16-32
692,1,3,female,0,1,C,Miss,couple,10-25,0-16
693,1,3,male,0,0,S,Mr,large group,40-70,16-32
694,0,3,male,0,0,C,Mr,solo,0-10,16-32
695,0,1,male,0,0,S,Rare Title,solo,25-40,48-64
696,0,2,male,0,0,S,Mr,solo,10-25,48-64
697,0,3,male,0,0,S,Mr,solo,0-10,32-48
698,1,3,female,0,0,Q,Miss,solo,0-10,16-32
699,0,1,male,1,1,C,Mr,group,100+,48-64
700,0,3,male,0,0,S,Mr,solo,0-10,32-48
701,1,1,female,1,0,C,Mrs,group,100+,16-32
702,1,1,male,0,0,S,Mr,solo,25-40,32-48
703,0,3,female,0,1,C,Miss,couple,10-25,16-32
704,0,3,male,0,0,Q,Mr,solo,0-10,16-32
705,0,3,male,1,0,S,Mr,couple,0-10,16-32
706,0,2,male,0,0,S,Mr,couple,25-40,32-48
707,1,2,female,0,0,S,Mrs,solo,10-25,32-48
708,1,1,male,0,0,S,Mr,solo,25-40,32-48
709,1,1,female,0,0,S,Miss,group,100+,16-32
710,1,3,male,1,1,C,Master,group,10-25,0-16
711,1,1,female,0,0,C,Miss,solo,40-70,16-32
712,0,1,male,0,0,S,Mr,solo,25-40,32-48
713,1,1,male,1,0,S,Mr,couple,40-70,32-48
714,0,3,male,0,0,S,Mr,solo,0-10,16-32
715,0,2,male,0,0,S,Mr,couple,10-25,48-64
716,0,3,male,0,0,S,Mr,solo,0-10,16-32
717,1,1,female,0,0,C,Miss,group,100+,32-48
718,1,2,female,0,0,S,Miss,solo,10-25,16-32
719,0,3,male,0,0,Q,Mr,solo,10-25,16-32
720,0,3,male,0,0,S,Mr,solo,0-10,32-48
721,1,2,female,0,1,S,Miss,group,25-40,0-16
722,0,3,male,1,0,S,Mr,couple,0-10,16-32
723,0,2,male,0,0,S,Mr,solo,10-25,32-48
724,0,2,male,0,0,S,Mr,solo,10-25,48-64
725,1,1,male,1,0,S,Mr,couple,40-70,16-32
726,0,3,male,0,0,S,Mr,solo,0-10,16-32
727,1,2,female,3,0,S,Mrs,group,10-25,16-32
728,1,3,female,0,0,Q,Miss,solo,0-10,16-32
729,0,2,male,1,0,S,Mr,couple,25-40,16-32
730,0,3,female,1,0,S,Miss,couple,0-10,16-32
731,1,1,female,0,0,S,Miss,group,100+,16-32
732,0,3,male,0,0,C,Mr,couple,10-25,0-16
733,0,2,male,0,0,S,Mr,solo,10-25,16-32
734,0,2,male,0,0,S,Mr,solo,10-25,16-32
735,0,2,male,0,0,S,Mr,solo,10-25,16-32
736,0,3,male,0,0,S,Mr,couple,10-25,16-32
737,0,3,female,1,3,S,Mrs,large group,25-40,32-48
738,1,1,male,0,0,C,Mr,group,100+,32-48
739,0,3,male,0,0,S,Mr,solo,0-10,16-32
740,0,3,male,0,0,S,Mr,solo,0-10,16-32
741,1,1,male,0,0,S,Mr,solo,25-40,32-48
742,0,1,male,1,0,S,Mr,couple,70-100,32-48
743,1,1,female,2,2,C,Miss,large group,100+,16-32
744,0,3,male,1,0,S,Mr,couple,10-25,16-32
745,1,3,male,0,0,S,Mr,solo,0-10,16-32
746,0,1,male,1,1,S,Rare Title,group,70-100,64+
747,0,3,male,1,1,S,Mr,group,10-25,0-16
748,1,2,female,0,0,S,Miss,solo,10-25,16-32
749,0,1,male,1,0,S,Mr,couple,40-70,16-32
750,0,3,male,0,0,Q,Mr,solo,0-10,16-32
751,1,2,female,1,1,S,Miss,group,10-25,0-16
752,1,3,male,0,1,S,Master,couple,10-25,0-16
753,0,3,male,0,0,S,Mr,solo,0-10,32-48
754,0,3,male,0,0,S,Mr,solo,0-10,16-32
755,1,2,female,1,2,S,Mrs,group,40-70,32-48
756,1,2,male,1,1,S,Master,group,10-25,0-16
757,0,3,male,0,0,S,Mr,solo,0-10,16-32
758,0,2,male,0,0,S,Mr,solo,10-25,16-32
759,0,3,male,0,0,S,Mr,solo,0-10,32-48
760,1,1,female,0,0,S,Rare Title,group,70-100,32-48
761,0,3,male,0,0,S,Mr,couple,10-25,16-32
762,0,3,male,0,0,S,Mr,solo,0-10,32-48
763,1,3,male,0,0,C,Mr,solo,0-10,16-32
764,1,1,female,1,2,S,Mrs,group,100+,32-48
765,0,3,male,0,0,S,Mr,solo,0-10,0-16
766,1,1,female,1,0,S,Mrs,group,70-100,48-64
767,0,1,male,0,0,C,Rare Title,solo,25-40,48-64
768,0,3,female,0,0,Q,Miss,solo,0-10,16-32
769,0,3,male,1,0,Q,Mr,group,10-25,16-32
770,0,3,male,0,0,S,Mr,solo,0-10,16-32
771,0,3,male,0,0,S,Mr,solo,0-10,16-32
772,0,3,male,0,0,S,Mr,solo,0-10,32-48
773,0,2,female,0,0,S,Mrs,couple,10-25,48-64
774,0,3,male,0,0,C,Mr,solo,0-10,16-32
775,1,2,female,1,3,S,Mrs,large group,10-25,48-64
776,0,3,male,0,0,S,Mr,solo,0-10,16-32
777,0,3,male,0,0,Q,Mr,solo,0-10,16-32
778,1,3,female,0,0,S,Miss,couple,10-25,0-16
779,0,3,male,0,0,Q,Mr,solo,0-10,16-32
780,1,1,female,0,1,S,Mrs,group,100+,32-48
781,1,3,female,0,0,C,Miss,solo,0-10,0-16
782,1,1,female,1,0,S,Mrs,couple,40-70,16-32
783,0,1,male,0,0,S,Mr,solo,25-40,16-32
784,0,3,male,1,2,S,Mr,group,10-25,16-32
785,0,3,male,0,0,S,Mr,solo,0-10,16-32
786,0,3,male,0,0,S,Mr,solo,0-10,16-32
787,1,3,female,0,0,S,Miss,solo,0-10,16-32
788,0,3,male,4,1,Q,Master,large group,25-40,0-16
789,1,3,male,1,2,S,Master,group,10-25,0-16
790,0,1,male,0,0,C,Mr,couple,70-100,32-48
791,0,3,male,0,0,Q,Mr,solo,0-10,16-32
792,0,2,male,0,0,S,Mr,couple,25-40,0-16
793,0,3,female,8,2,S,Miss,large group,40-70,16-32
794,0,1,male,0,0,C,Mr,solo,25-40,32-48
795,0,3,male,0,0,S,Mr,solo,0-10,16-32
796,0,2,male,0,0,S,Mr,solo,10-25,32-48
797,1,1,female,0,0,S,Rare Title,solo,25-40,48-64
798,1,3,female,0,0,S,Mrs,solo,0-10,16-32
799,0,3,male,0,0,C,Mr,solo,0-10,16-32
800,0,3,female,1,1,S,Mrs,group,10-25,16-32
801,0,2,male,0,0,S,Mr,couple,10-25,32-48
802,1,2,female,1,1,S,Mrs,group,25-40,16-32
803,1,1,male,1,2,S,Master,group,100+,0-16
804,1,3,male,0,1,C,Master,couple,0-10,0-16
805,1,3,male,0,0,S,Mr,solo,0-10,16-32
806,0,3,male,0,0,S,Mr,solo,0-10,16-32
807,0,1,male,0,0,S,Mr,solo,40-70,32-48
808,0,3,female,0,0,S,Miss,solo,0-10,16-32
809,0,2,male,0,0,S,Mr,solo,10-25,32-48
810,1,1,female,1,0,S,Mrs,couple,40-70,32-48
811,0,3,male,0,0,S,Mr,solo,0-10,16-32
812,0,3,male,0,0,S,Mr,couple,10-25,32-48
813,0,2,male,0,0,S,Mr,solo,10-25,32-48
814,0,3,female,4,2,S,Miss,large group,25-40,0-16
815,0,3,male,0,0,S,Mr,solo,0-10,16-32
816,0,1,male,0,0,S,Mr,solo,40-70,32-48
817,0,3,female,0,0,S,Miss,solo,0-10,16-32
818,0,2,male,1,1,C,Mr,group,25-40,16-32
819,0,3,male,0,0,S,Mr,solo,0-10,32-48
820,0,3,male,3,2,S,Master,large group,25-40,0-16
821,1,1,female,1,1,S,Mrs,group,70-100,48-64
822,1,3,male,0,0,S,Mr,solo,0-10,16-32
823,0,1,male,0,0,S,Rare Title,solo,40-70,32-48
824,1,3,female,0,1,S,Mrs,couple,10-25,16-32
825,0,3,male,4,1,S,Master,large group,25-40,0-16
826,0,3,male,0,0,Q,Mr,solo,0-10,16-32
827,0,3,male,0,0,S,Mr,large group,40-70,16-32
828,1,2,male,0,2,C,Master,group,25-40,0-16
829,1,3,male,0,0,Q,Mr,solo,0-10,16-32
830,1,1,female,0,0,S,Mrs,couple,70-100,48-64
831,1,3,female,1,0,C,Mrs,couple,10-25,0-16
832,1,2,male,1,1,S,Master,group,10-25,0-16
833,0,3,male,0,0,C,Mr,solo,0-10,16-32
834,0,3,male,0,0,S,Mr,solo,0-10,16-32
835,0,3,male,0,0,S,Mr,solo,0-10,16-32
836,1,1,female,1,1,C,Miss,group,70-100,32-48
837,0,3,male,0,0,S,Mr,solo,0-10,16-32
838,0,3,male,0,0,S,Mr,solo,0-10,16-32
839,1,3,male,0,0,S,Mr,large group,40-70,16-32
840,1,1,male,0,0,C,Mr,solo,25-40,32-48
841,0,3,male,0,0,S,Mr,solo,0-10,16-32
842,0,2,male,0,0,S,Mr,couple,10-25,0-16
843,1,1,female,0,0,C,Miss,couple,25-40,16-32
844,0,3,male,0,0,C,Mr,solo,0-10,32-48
845,0,3,male,0,0,S,Mr,solo,0-10,16-32
846,0,3,male,0,0,S,Mr,solo,0-10,32-48
847,0,3,male,8,2,S,Mr,large group,40-70,16-32
848,0,3,male,0,0,C,Mr,solo,0-10,32-48
849,0,2,male,0,1,S,Rare Title,group,25-40,16-32
850,1,1,female,1,0,C,Mrs,couple,70-100,32-48
851,0,3,male,4,2,S,Master,large group,25-40,0-16
852,0,3,male,0,0,S,Mr,solo,0-10,64+
853,0,3,female,1,1,C,Miss,group,10-25,0-16
854,1,1,female,0,1,S,Miss,couple,25-40,0-16
855,0,2,female,1,0,S,Mrs,couple,25-40,32-48
856,1,3,female,0,1,S,Mrs,couple,0-10,16-32
857,1,1,female,1,1,S,Mrs,group,100+,32-48
858,1,1,male,0,0,S,Mr,solo,25-40,48-64
859,1,3,female,0,3,C,Mrs,group,10-25,16-32
860,0,3,male,0,0,C,Mr,solo,0-10,16-32
861,0,3,male,2,0,S,Mr,group,10-25,32-48
862,0,2,male,1,0,S,Mr,couple,10-25,16-32
863,1,1,female,0,0,S,Mrs,solo,25-40,32-48
864,0,3,female,8,2,S,Miss,large group,40-70,16-32
865,0,2,male,0,0,S,Mr,solo,10-25,16-32
866,1,2,female,0,0,S,Mrs,solo,10-25,32-48
867,1,2,female,1,0,C,Miss,couple,10-25,16-32
868,0,1,male,0,0,S,Mr,solo,40-70,16-32
869,0,3,male,0,0,S,Mr,solo,0-10,16-32
870,1,3,male,1,1,S,Master,group,10-25,0-16
871,0,3,male,0,0,S,Mr,solo,0-10,16-32
872,1,1,female,1,1,S,Mrs,group,40-70,32-48
873,0,1,male,0,0,S,Mr,solo,0-10,32-48
874,0,3,male,0,0,S,Mr,solo,0-10,32-48
875,1,2,female,1,0,C,Mrs,couple,10-25,16-32
876,1,3,female,0,0,C,Miss,solo,0-10,0-16
877,0,3,male,0,0,S,Mr,couple,0-10,16-32
878,0,3,male,0,0,S,Mr,solo,0-10,16-32
879,0,3,male,0,0,S,Mr,solo,0-10,16-32
880,1,1,female,0,1,C,Mrs,couple,70-100,48-64
881,1,2,female,0,1,S,Mrs,couple,25-40,16-32
882,0,3,male,0,0,S,Mr,solo,0-10,32-48
883,0,3,female,0,0,S,Miss,solo,10-25,16-32
884,0,2,male,0,0,S,Mr,solo,10-25,16-32
885,0,3,male,0,0,S,Mr,solo,0-10,16-32
886,0,3,female,0,5,Q,Mrs,large group,25-40,32-48
887,0,2,male,0,0,S,Rare Title,solo,10-25,16-32
888,1,1,female,0,0,S,Miss,solo,25-40,16-32
889,0,3,female,1,2,S,Miss,group,10-25,16-32
890,1,1,male,0,0,C,Mr,solo,25-40,16-32
891,0,3,male,0,0,Q,Mr,solo,0-10,16-32
